Philosophe	Naissance	Mort	Catégorie	Image	Page Wikipedia	Extrait Wikipédia
Guy Debord	1931	1994	Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/4/43/Guy_Debord%2C_painted_portrait.jpg	https://fr.wikipedia.org/wiki/Guy_Debord	<p><b>Guy Debord</b>, né le <time datetime="1931-12-28" data-sort-value="1931-12-28">28 décembre 1931</time> à Paris et mort le <time datetime="1994-11-30" data-sort-value="1994-11-30">30 novembre 1994</time> à Bellevue-la-Montagne (Haute-Loire), est un écrivain, théoricien, cinéaste, poète et révolutionnaire français. Il se considérait avant tout comme un stratège. C'est lui qui a conceptualisé la notion sociopolitique de « spectacle », développée dans son œuvre la plus connue, <i>La Société du spectacle</i> (1967). Debord a été l'un des fondateurs de l'Internationale lettriste de 1952 à 1957, puis de l'Internationale situationniste de 1957 à 1972, dont il a dirigé la revue française.</p>
Richard Rorty	1931	2007	Philosophie XXe	https://upload.wikimedia.org/wikipedia/commons/a/af/Una_foto_en_la_ventana_de_Rorty_en_Barcelona.jpg	https://fr.wikipedia.org/wiki/Richard_Rorty	<p><b>Richard McKay Rorty</b>, né le <time datetime="1931-10-04" data-sort-value="1931-10-04">4 octobre 1931</time> à New York et mort le <time datetime="2007-06-08" data-sort-value="2007-06-08">8 juin 2007</time> à Palo Alto, est un philosophe américain, considéré comme l'un des représentants majeurs de la pensée pragmatique contemporaine.</p><p>Rorty a développé sa pensée aussi bien en philosophie politique qu'en épistémologie. Se réclamant tout aussi bien de l'héritage de William James, de John Dewey que de Nietzsche, Heidegger, Michel Foucault ou encore Quine et Davidson, il prétendait dépasser le clivage classique entre philosophes analytiques et continentaux.</p><p>En politique, Rorty était « libéral » au sens américain du terme, c'est-à-dire engagé à gauche, et défenseur de la démocratie ; mais il refusait la justification, métaphysique, que les Lumières donnaient selon lui de ces principes.</p><p>Le <i>New York Times</i> voit en lui, à sa mort en 2007, "l'un des penseurs contemporains les plus influents au monde."</p>
Ronald Dworkin	1931	2013	Philosophie du droit	https://upload.wikimedia.org/wikipedia/commons/8/80/Ronald_Dworkin_at_the_Brooklyn_Book_Festival.jpg	https://fr.wikipedia.org/wiki/Ronald_Dworkin	<p><b>Ronald Myles Dworkin</b>, <small>FBA</small>, est un philosophe américain, né le <time datetime="1931-12-11" data-sort-value="1931-12-11">11 décembre 1931</time> à Worcester, Massachusetts (États-Unis) et mort le <time datetime="2013-02-14" data-sort-value="2013-02-14">14 février 2013</time> à Londres, d'une leucémie<sup>,</sup><sup>,</sup><sup>,</sup>. Il était professeur à Londres et New York. Il est connu comme l'un des plus grands spécialistes de la philosophie du droit.</p><p>Son travail porte sur la théorie du droit. Dworkin peut être considéré dans ce domaine comme le philosophe le plus connu depuis Herbert Hart avec qui il a entretenu un dialogue critique. En effet, son effort majeur est une critique du positivisme. C'est également un interlocuteur privilégié d'un autre philosophe contemporain qui accorde de plus en plus de place au droit comme Jürgen Habermas.</p><p>Il est aussi célèbre pour ses contributions à la <i>New York Review of Books</i>.</p><p>Il a reçu le prix Holberg pour l'ensemble de son œuvre en 2007 et le prix Balzan pour la philosophie du droit en 2012.</p>
Sydney Shoemaker	1931		Philosophie analytique		https://fr.wikipedia.org/wiki/Sydney_Shoemaker	<p><b>Sydney Shoemaker</b>, né le <time datetime="1931-09-29" data-sort-value="1931-09-29">29 septembre 1931</time> à Boise (Idaho) et mort le <time datetime="2022-09-03" data-sort-value="2022-09-03">3 septembre 2022</time><sup>,</sup>, est un philosophe américain du courant analytique.</p><p>Il a terminé sa carrière comme professeur émérite à l'université Cornell dans l'État de New York, étant principalement connu pour ses contributions en philosophie de l'esprit et en métaphysique.</p>
Anthony Kenny	1931		Philosophie analytique		https://fr.wikipedia.org/wiki/Anthony_Kenny	<p><b>Sir Anthony John Patrick Kenny</b> FBA (né le <time datetime="1931-03-16" data-sort-value="1931-03-16">16 mars 1931</time>) est un philosophe britannique dont les intérêts résident dans la philosophie de l'esprit, la philosophie ancienne et scolastique, la philosophie de la religion et la philosophie de Wittgenstein dont il est l'exécuteur testamentaire. Avec Peter Geach, il apporte une contribution significative au thomisme analytique, un mouvement dont le but est de présenter la pensée de Thomas d'Aquin dans le style de la philosophie analytique. Il est un ancien président de la British Academy et du Royal Institute of Philosophy.</p>
Alvin Plantinga	1932		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/0/07/AlvinPlantinga.JPG	https://fr.wikipedia.org/wiki/Alvin_Plantinga	<p>Alvin Carl Plantinga[a] (né le 15 novembre 1932) est un philosophe analytique américain qui travaille principalement dans les domaines de la philosophie de la religion, de l'épistémologie (en particulier sur les questions impliquant la justification épistémique), et de la logique. <br/>De 1963 à 1982, Plantinga a enseigné à l'Université Calvin avant d'accepter le poste de professeur de philosophie John A. O'Brien à l'Université de Notre Dame. Il est ensuite revenu à l'Université Calvin pour devenir le premier titulaire de la chaire de philosophie Jellema. Philosophe chrétien de premier plan, Plantinga a été président de la Society of Christian Philosophers de 1983 à 1986. Il a prononcé deux fois les conférences Gifford et a été décrit par le magazine Time comme "le principal philosophe protestant orthodoxe américain sur Dieu". En 2014, Plantinga était le 30e auteur contemporain le plus cité dans la Stanford Encyclopedia of Philosophy. Membre de l'Académie américaine des arts et des sciences, il a reçu le prix Templeton en 2017.<br/>Parmi les œuvres les plus influentes de Plantinga, citons <i>God and Other Minds</i> (1967), <i>The Nature of Necessity</i> (1974), et une trilogie de livres sur l'épistémologie, culminant dans <i>Warranted Christian Belief</i> (2000) qui a été simplifié dans <i>Knowledge and Christian Belief</i> (2015).</p>
John Searle	1932		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/6/69/John_searle2.jpg	https://fr.wikipedia.org/wiki/John_Searle	<p><b>John Rogers Searle</b> est un philosophe américain né à Denver dans l'État du Colorado le <time datetime="1932-07-31" data-sort-value="1932-07-31">31 juillet 1932</time>, il appartient au courant analytique, et est un spécialiste de la philosophie du langage, ainsi que de la philosophie de l'esprit.</p>
Fred Dretske	1932	2013	Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/2/20/Fred_Dretske.jpg	https://fr.wikipedia.org/wiki/Fred_Dretske	<p><b>Frederick Irwin Dretske</b> (né le <time datetime="1932-12-09" data-sort-value="1932-12-09">9 décembre 1932</time> à Waukegan dans l'Illinois et mort le <time datetime="2013-07-24" data-sort-value="2013-07-24">24 juillet 2013</time> ) est un philosophe, épistémologue et philosophe de l'esprit de l'université Duke.</p><p>Il a reçu le prix Jean-Nicod en 1994.</p>
Amartya Sen	1933		Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/e/e0/Amartya_Sen_NIH.jpg	https://fr.wikipedia.org/wiki/Amartya_Sen	<p><b>Amartya Kumar Sen</b> (bengali : <span lang="bn">অমর্ত্য কুমার সেন</span>, prononcé /ˈɔmort:o kʊmaːr ˈʃen/), né le <time datetime="1933-11-03" data-sort-value="1933-11-03">3 novembre 1933</time> à Santiniketan (État du Bengale-Occidental en Inde), est un économiste et philosophe indien.</p><p>Ses travaux portent sur les théories du choix social et notamment sur le théorème d'impossibilité d'Arrow, qu'il propose de dépasser en prenant en compte d'autres conditions que l'utilité des individus, notamment la justice sociale et la redistribution. Débattant avec John Rawls, en écho à sa <i>Théorie de la justice</i> qui considère la justice comme équité dépendant de dotations initiales équitables en ressources, Sen met en avant ce qu'il appelle les « capabilités », c'est-à-dire les capacités réelles des personnes à convertir ces dotations en libertés réelles.</p><p>Appliquée à l'économie du bien-être et du développement, cette approche par les « capabilités » l'a amené à concevoir l'Indice de développement humain (IDH) en 1990, mesuré depuis chaque année par le Programme des Nations unies pour le développement.</p><p>Il enseigne notamment en Inde à l'université de Delhi (1963-1971), aux États-Unis à l'université Harvard (1987-1998) et en Angleterre à l'université de Cambridge, où il dirige le Trinity College (1998-2004).</p><p>Il reçoit le prix dit Nobel d'économie en 1998, <span>« pour ses contributions à l'économie du bien-être »</span>.</p>
Ruth Millikan	1933		Philosophie analytique		https://fr.wikipedia.org/wiki/Ruth_Millikan	<p><b>Ruth Garrett Millikan</b> (née en 1933) est une philosophe américaine. Spécialiste en philosophie de la biologie, philosophie de la psychologie et philosophie du langage, elle a été distinguée en 2002 par le prix Jean-Nicod et en 2017 par le prix Schock.</p><p>Ruth Millikan a obtenu son PhD à l'université Yale après avoir effectué des recherches sous la direction de Wilfrid Sellars. Elle et Paul Churchland sont souvent décrits comme les principaux défenseurs du « sellarsianisme de droite » (c'est-à-dire individualiste). L'approche théorique caractéristique de Millikan, la biosémantique, vise à rendre compte des phénomènes sémantiques par le biais d'explications évolutionnistes.</p><p>Ruth Millikan a enseigné à l'université de Michigan, ainsi qu'à l'université de Connecticut, où elle est à présent professeur émérite.</p>
David Kaplan	1933		Philosophie analytique		https://fr.wikipedia.org/wiki/David_Kaplan	<p><b>David Benjamin Kaplan</b> (né en 1933) est un philosophe américain et un logicien. Il enseigne à l'Université de Californie à Los Angeles (UCLA).</p><p>Il concentre son travail sur les domaines de la logique, de la logique philosophique, de la logique modale, de la philosophie du langage, de la métaphysique, et de l'épistémologie. Il est surtout connu pour ses travaux sur les démonstratifs, sur les propositions, et sur la référence dans les contextes intensionnels.</p>
David Wiggins	1933		Philosophie analytique		https://fr.wikipedia.org/wiki/David_Wiggins	<p><b>David Robert Wiggins</b> est un philosophe britannique appartenant au courant analytique, né le <time datetime="1933-03-08" data-sort-value="1933-03-08">8 mars 1933</time> à Londres. Ses recherches philosophiques sont en grande partie métaphysiques et portent principalement sur la nature des choses et leur identité, sur la façon dont nous les concevons et sur notre existence. Il est également reconnu pour ses travaux en logique philosophique et en méta-éthique.</p>
Audre Lorde	1934	1992	Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/c/c2/Audre_Lorde.jpg	https://fr.wikipedia.org/wiki/Audre_Lorde	<p><b>Audre Geraldine Lorde</b> aussi connue sous les pseudonymes de <b>Gamba Adisa</b> ou <b>Rey Domini</b> (née à New York le <time datetime="1934-02-18" data-sort-value="1934-02-18">18 février 1934</time> et morte à Sainte-Croix dans les Îles Vierges, le <time datetime="1992-11-17" data-sort-value="1992-11-17">17 novembre 1992</time>) est une essayiste et poètesse américaine, bibliothécaire<sup>,</sup>, militante féministe, lesbienne, engagée dans le mouvement des droits civiques en faveur des Afro-Américains. En tant que poètesse, elle est connue pour sa maîtrise technique et son expression émotionnelle, ainsi que pour ses poèmes exprimant la colère et l'outrage envers les discriminations civiles et sociales qu'elle observe tout au long de sa vie. Ses poèmes et sa prose sont centrés sur les questions des droits civiques, le féminisme et l'exploration de l'identité féminine noire. Elle est une des figures littéraires du Black Arts Movement et fut Poète lauréat de New York.</p>
Don Ihde	1934		Philosophie XXe	https://upload.wikimedia.org/wikipedia/commons/7/7f/Don_Ihde.jpg	https://en.wikipedia.org/wiki/Don_Ihde	<p>Don Ihde (/dɑːn aɪd/ ; né en 1934) est un philosophe américain des sciences et des technologies. En 1979, il a écrit ce qui est souvent identifié comme le premier ouvrage nord-américain sur la philosophie de la technologie, <i>Technics and Praxis</i>. <br/>Avant de prendre sa retraite, Ihde était professeur distingué de philosophie à l'Université d'État de New York à Stony Brook. En 2013, Ihde a reçu le prix Eurydice d'or.<br>Ihde est l'auteur de plus de vingt livres originaux et l'éditeur de nombreux autres. Ihde donne des conférences et des séminaires au niveau international et certains de ses livres et articles sont parus dans une douzaine de langues.</p>
Richard Swinburne	1934		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/7/76/Swinburne.jpg	https://fr.wikipedia.org/wiki/Richard_Swinburne	<p><b>Richard Swinburne</b>, né le <time datetime="1934-12-26" data-sort-value="1934-12-26">26 décembre 1934</time> à Smethwick, est philosophe de la religion et des sciences, professeur à l'Oriel College de l'université d'Oxford et membre de la British Academy. Il est issu de la tradition de l'Église d'Angleterre mais s'est converti à celle de l'Église orthodoxe. Il est l’auteur d’une œuvre monumentale en philosophie de la religion, mais aussi en épistémologie et en philosophie de l’esprit.</p>
Jaegwon Kim	1934	2019	Philosophie analytique		https://fr.wikipedia.org/wiki/Jaegwon_Kim	<p><b>Jaegwon Kim</b> (né le <time datetime="1934-09-12" data-sort-value="1934-09-12">12 septembre 1934</time> à Daegu alors que la Corée était une province japonaise et mort le <time datetime="2019-11-27" data-sort-value="2019-11-27">27 novembre 2019</time>) est un philosophe coréen naturalisé américain.</p><p>Il est plus particulièrement connu pour son travail en philosophie de l'esprit sur les limites des théories de l'identité psychophysique et sur le concept de survenance (ou dépendance fonctionnelle). Il a également travaillé sur la philosophie de l'action et la philosophie des sciences.</p>
Richard Sorabji	1934		Philosophie analytique		https://fr.wikipedia.org/wiki/Richard_Sorabji	<p><b>Richard Sorabji</b>, né le <time datetime="1934-11-08" data-sort-value="1934-11-08">8 novembre 1934</time> à Oxford, est un historien de la philosophie britannique, spécialiste des commentateurs antiques d'Aristote. Il est le neveu de la première avocate en Inde, Cornelia Sorabji.</p>
Michael Walzer	1935		Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/a/af/MichaelWalzer-USNA-Lecture.jpg	https://fr.wikipedia.org/wiki/Michael_Walzer	<p><b>Michael Walzer</b> est un philosophe américain, théoricien de la société qui a beaucoup travaillé sur des domaines tels que la politique, l'éthique et la justice.</p><p>Auteur de notamment de <i>Guerres justes et injustes</i> (1977) et <i>Sphères de justice</i> (1983), il est professeur émérite de l'« Institute for Advanced Study » à Princeton.</p>
Jerry Fodor	1935	2017	Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/1/1e/Jerry_Fodor_in_2007.jpg	https://fr.wikipedia.org/wiki/Jerry_Fodor	<p><b>Jerome Alan Fodor</b>, né le <time datetime="1935-04-22" data-sort-value="1935-04-22">22 avril 1935</time> à New York et mort le <time datetime="2017-11-29" data-sort-value="2017-11-29">29 novembre 2017</time> dans la même ville, est un philosophe américain.</p><p>Il est l'un des principaux représentants du fonctionnalisme en philosophie de l'esprit et a été l'un des fondateurs de la théorie computationnelle de l'esprit.</p><p>Il est l'auteur d'ouvrages importants dans les sciences cognitives sur l'hypothèse de la modularité de l'esprit et sur le langage de la pensée. Il est aussi connu pour ses arguments en épistémologie contre le réductionnisme.</p><p>Le modèle de l'esprit défendu par J. Fodor a été désigné de plusieurs façons : on parle de modèle symbolique, « computo-représentationnel » ou tout simplement de cognitivisme. Théorie de référence pour de nombreux auteurs, Daniel Dennett ou Francisco Varela parleront à son propos de la « grande orthodoxie » du cognitivisme. C'est ce modèle qui a été dans la ligne de mire de John Searle dans son expérience de pensée bien connue de la chambre chinoise.</p>
Monique Wittig	1935	2003	Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/9/99/Monique_Wittig_%28ph._Colette_Geoffrey%29.jpg	https://fr.wikipedia.org/wiki/Monique_Wittig	<p><b>Monique Wittig</b>, née le <time datetime="1935-07-13" data-sort-value="1935-07-13">13 juillet 1935</time> à Dannemarie (France) et morte le <time datetime="2003-01-03" data-sort-value="2003-01-03">3 janvier 2003</time> à Tucson (États-Unis), est une romancière, philosophe, théoricienne et militante féministe lesbienne française. Elle a considérablement marqué la théorie féministe grâce au concept de « contrat hétérosexuel ». Son œuvre littéraire se caractérise par une recherche stylistique et sémantique pour dépasser la distinction de genre.</p>
Carol Gilligan	1936		Philosophie morale XXe	https://upload.wikimedia.org/wikipedia/commons/0/0b/Carol_Gilligan_P1010970_-_cropped.jpg	https://fr.wikipedia.org/wiki/Carol_Gilligan	<p><b>Carol Gilligan</b> est une philosophe et psychologue féministe américaine, née le <time datetime="1936-11-28" data-sort-value="1936-11-28">28 novembre 1936</time>. Elle est professeure honoraire de psychologie sociale, spécialiste des relations sociales et fondatrice de l'éthique de la sollicitude (ou éthique du <i><span lang="en">care</span></i>). Elle est connue pour son ouvrage paru en 1982, <i>Une voix différente</i>, qui propose un point de vue plus féministe.</p>
Ian Hacking	1936		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/4/45/Ian_Hacking.jpg	https://fr.wikipedia.org/wiki/Ian_Hacking	<p><b>Ian Hacking</b>, né en 1936 à Vancouver (Colombie-Britannique), est un épistémologue et philosophe des sciences canadien.</p>
Brian Barry	1936	2009	Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/4/4e/Brian_Barry.jpg	https://fr.wikipedia.org/wiki/Brian_Barry	<p><b>Brian Barry</b> (<time datetime="1936-01-13" data-sort-value="1936-01-13">13 janvier 1936</time> - <time datetime="2009-03-10" data-sort-value="2009-03-10">10 mars 2009</time>) est un philosophe britannique, spécialiste de philosophie morale et politique.</p>
Keith Lehrer	1936		Philosophie analytique		https://fr.wikipedia.org/wiki/Keith_Lehrer	<p><b>Keith Lehrer</b> (né le <time datetime="1936-01-10" data-sort-value="1936-01-10">10 janvier 1936</time> à Minneapolis) est un philosophe américain, professeur émérite de philosophie à l'université d'Arizona et professeur chercheur en philosophe à l'université de Miami en Floride où il passe la moitié de chaque année scolaire. Il a rejoint le corps professoral de l'université de l'Arizona en 1973, où il a aidé à construire un programme d'études supérieures. Il a auparavant enseigné à l'université de Rochester.</p>
Alain Badiou	1937		Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/8/89/Alain_Badiou-2.jpg	https://fr.wikipedia.org/wiki/Alain_Badiou	<p><b>Alain Badiou</b>, né le <time datetime="1937-01-17" data-sort-value="1937-01-17">17 janvier 1937</time> à Rabat (Maroc), est un philosophe, romancier et dramaturge français d'inspiration marxiste.</p><p>Professeur émérite à l'École normale supérieure, il est cofondateur du Centre international d’étude de la philosophie française contemporaine. Il a publié plus d'une centaine de livres traduits à travers le monde (dont <i>L'Être et l'Événement</i>) et collaboré avec de nombreuses personnalités des milieux artistiques et philosophiques.</p><p>Il est connu pour ses prises de paroles : jusqu'en 1980, pour sa défense de l'idéologie et des régimes communistes et maoïstes, via ses responsabilités au sein de l'Union des communistes de France marxiste-léniniste ; puis pour ses prises de position en faveur des étrangers en situation irrégulière.</p>
Cora Diamond	1937		Philosophie analytique		https://fr.wikipedia.org/wiki/Cora_Diamond	<p><b>Cora Diamond</b>, née le <time datetime="1937-10-30" data-sort-value="1937-10-30">30 octobre 1937</time> à New York, est une philosophe américaine qui est actuellement professeur émérite à l'université de Virginie. Elle a produit des travaux en philosophie analytique, en philosophie morale et sur l'interprétation de Ludwig Wittgenstein ainsi que de Gottlob Frege. Elle s'intéresse à la question du droit des animaux. Elle est l'auteur d'un ouvrage intitulé <i>The Realistic Spirit</i> (traduction française: <i>L'esprit réaliste</i>). Elle est avec James Conant une figure majeure du « New Wittgenstein », courant interprétatif qui défend une lecture continuiste de la pensée de cet auteur.</p>
Thomas Nagel	1937		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/c/c3/Thomas_Nagel_%28cropped%29.jpg	https://fr.wikipedia.org/wiki/Thomas_Nagel	<p><b>Thomas Nagel</b>, né le <time datetime="1937-07-04" data-sort-value="1937-07-04">4 juillet 1937</time> à Belgrade, est un professeur de philosophie et de droit à l'université de New York. Son article le plus célèbre <i>Quel effet cela fait-il d'être une chauve-souris ?</i>, « What is it like to be a bat ? » défend l'irréductibilité de la conscience, de l'expérience subjective, à l'activité cérébrale. Nagel a produit plusieurs contributions importantes en philosophie morale et politique. Il défend, en méta-éthique, l'existence de raisons morales impartiales.</p>
Robert Merrihew Adams	1937		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/b/b6/RobertMerrihewAdams20060625.jpg	https://fr.wikipedia.org/wiki/Robert_Merrihew_Adams	<p><b>Robert Merrihew Adams</b> FBA (né le <time datetime="1937-09-08" data-sort-value="1937-09-08">8 septembre 1937</time>) est un philosophe analytique américain, spécialisé dans la métaphysique, la philosophie de la religion, l'éthique et l'histoire de la philosophie moderne.</p>
Robert Nozick	1938	2002	Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/b/b2/Robert_Nozick_1977_Libertarian_Review_cover.jpg	https://fr.wikipedia.org/wiki/Robert_Nozick	<p><b>Robert Nozick</b> est un philosophe américain, professeur à Harvard, né le <time datetime="1938-11-16" data-sort-value="1938-11-16">16 novembre 1938</time> à Brooklyn (New York) et mort le <time datetime="2002-01-23" data-sort-value="2002-01-23">23 janvier 2002</time> dans la même ville.</p><p>Penseur libertarien proche du courant minarchiste, il s’est fait connaître à la fin des années 1960 par des articles consacrés à des questions de philosophie morale, en particulier celle de la coercition puis sur ses réflexions sur la liberté. Mais c’est surtout le livre <i>Anarchie, État et utopie</i> (1974) qui fait de Nozick l’un des auteurs américains les plus influents.</p>
Tom Regan	1938	2017	Philosophie morale XXe	https://upload.wikimedia.org/wikipedia/commons/a/a3/TomRegan2-172.jpg	https://fr.wikipedia.org/wiki/Tom_Regan	<p><b>Thomas Regan</b>, appelé <b>Tom Regan</b>, né le <time datetime="1938-11-28" data-sort-value="1938-11-28">28 novembre 1938</time> à Pittsburgh en Pennsylvanie et mort le <time datetime="2017-02-17" data-sort-value="2017-02-17">17 février 2017</time> en Caroline du Nord, est un philosophe américain.</p><p>Professeur émérite de l’université d'État de Caroline du Nord à Raleigh, où il a enseigné toute sa carrière, il est spécialiste de philosophie morale et du philosophe britannique George Edward Moore. Il est le principal théoricien des droits des animaux et de la position « abolitionniste ».</p>
Gilbert Harman	1938		Philosophie analytique		https://en.wikipedia.org/wiki/Gilbert_Harman	<p>Gilbert Harman (26 mai 1938 - 13 novembre 2021) est un philosophe américain, qui a enseigné à l'université de Princeton de 1963 jusqu'à sa retraite en 2017. Il a publié de nombreux ouvrages en philosophie du langage, sciences cognitives, philosophie de l'esprit, éthique, psychologie morale, épistémologie, théorie de l'apprentissage statistique et métaphysique. Avec George Miller, il a codirigé le laboratoire de sciences cognitives de l'université de Princeton. Harman a enseigné ou coenseigné des cours en génie électrique, en informatique, en psychologie, en philosophie et en linguistique.</p>
Alvin Goldman	1938		Philosophie analytique		https://fr.wikipedia.org/wiki/Alvin_Goldman	<p><b>Alvin Ira Goldman</b> (né en 1938) est un philosophe américain. Il enseigne la philosophie à l'université Rutgers du New Jersey. Il a enseigné à l'université du Michigan et à l'université de l'Arizona. Il a obtenu son Ph.D. à l'université de Princeton et est marié à Holly Smith, qui est une philosophe de l'éthique qui enseigne également à l'université Rutgers.</p><p>Goldman a accompli un travail important à propos de nombreux sujets philosophiques, mais ses principaux domaines de recherche sont l'épistémologie, la philosophie de l'esprit et les sciences cognitives.</p>
Brian Skyrms	1938		Philosophie analytique		https://en.wikipedia.org/wiki/Brian_Skyrms	<p>Brian Skyrms (né en 1938) est un philosophe américain, professeur émérite de logique et de philosophie des sciences et de l'économie à l'université de Californie, Irvine, et professeur de philosophie à l'université de Stanford. Il a travaillé sur des problèmes de philosophie des sciences, de causalité, de théorie de la décision, de théorie des jeux et sur les fondements des probabilités.</p>
Robert Kane	1938		Philosophie analytique		https://en.wikipedia.org/wiki/Robert_Kane_(philosopher)	<p>Robert Hilary Kane (né en 1938 à Boston) est un philosophe américain. Il est professeur émérite de philosophie à l'Université du Texas à Austin, et est actuellement en retraite progressive.<br>Il est l'auteur de <i>Free Will and Values</i> (1985), <i>Through the Moral Maze</i> (1994), et <i>The Significance of Free Will</i> (1996 : récompensé par le Robert W. Hamilton Faculty Book Award 1996). Il a également édité l'<i>Oxford Handbook of Free Will</i> (2004) et a publié de nombreux articles sur la philosophie de l'esprit et de l'action, l'éthique, la théorie des valeurs et la philosophie de la religion.</p>
Joseph Raz	1939		Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/a/a9/Joseph_Raz_-_20090224.jpg	https://fr.wikipedia.org/wiki/Joseph_Raz	<p><b>Joseph Raz</b>, né le <time datetime="1939-03-21" data-sort-value="1939-03-21">21 mars 1939</time> en Palestine mandataire et mort le 2 mai 2022 à Londres, est un philosophe israélien travaillant sur les questions du droit, de la morale et de la politique.</p>
Terence Parsons	1939	2022	Philosophie analytique		https://en.wikipedia.org/wiki/Terence_Parsons	<p>Terence Dwight Parsons (1939-2022)était un philosophe américain, spécialisé dans la philosophie du langage et la métaphysique. Il était professeur émérite de philosophie à l'UCLA.</p>
Ernest Sosa	1940		Philosophie analytique		https://fr.wikipedia.org/wiki/Ernest_Sosa	<p><b>Ernest Sosa</b> (né à Cárdenas, le <time datetime="1940-06-17" data-sort-value="1940-06-17">17 juin 1940</time> est un philosophe américain spécialisé en théorie de la connaissance. Il défend une forme d'épistémologie des vertus. Il est l'éditeur de la revue <i>Philosophy and Phenomenological Research</i> depuis 1986. Le philosophe David Sosa est son fils.</p>
Jacques Bouveresse	1940	2021	Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/e/eb/Bouveresse_2009.png	https://fr.wikipedia.org/wiki/Jacques_Bouveresse	<p><b>Jacques</b> <b>Bouveresse</b>, né le <time datetime="1940-08-20" data-sort-value="1940-08-20">20 août 1940</time> à Épenoy (Doubs) et mort le <time datetime="2021-05-09" data-sort-value="2021-05-09">9 mai 2021</time> à Paris (12<sup>e</sup>), est un philosophe français.</p><p>Influencé par Ludwig Wittgenstein, le cercle de Vienne et la philosophie analytique, Jacques Bouveresse défend une position rationaliste dont le prolongement éthique est la modestie intellectuelle<i>.</i> Les valeurs de clarté, de précision et de mesure, qui définissent pour une part la rationalité, se traduisent, du point de vue moral, par une dénonciation des abus dont peuvent se rendre coupables les milieux intellectuels en général et le milieu philosophique en particulier. C’est dans cet esprit que Bouveresse a étudié les œuvres de Wittgenstein, Robert Musil et Karl Kraus. Ses domaines d’étude comprennent la philosophie de la connaissance, des sciences, des mathématiques, de la logique et du langage, et la philosophie de la culture.</p><p>Il est élu en 1995 au Collège de France, où il a intitulé sa chaire « Philosophie du langage et de la connaissance ». Par la suite, de 2010 à sa mort, il est professeur honoraire de cette institution.</p>
Jacques Rancière	1940		Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/0/0a/Jacques_Ranciere%2C_2021.jpg	https://fr.wikipedia.org/wiki/Jacques_Ranci%C3%A8re	<p><b>Jacques Rancière</b>, né le <time datetime="1940-06-10" data-sort-value="1940-06-10">10 juin 1940</time> à Alger, est un philosophe français qui travaille principalement sur la politique et l'esthétique. Il est professeur à l'Université de Paris VIII (Saint-Denis) jusqu'à sa retraite comme professeur émérite en 2000.</p>
John Finnis	1940		Philosophie du droit	https://upload.wikimedia.org/wikipedia/commons/a/a5/John_Finnis_on_After_Dark_26th_June_1987.jpg	https://fr.wikipedia.org/wiki/John_Finnis	<p><b>John Finnis</b> ou <b>John Mitchell Finnis</b>, né le <time datetime="1940-07-28" data-sort-value="1940-07-28">28 juillet 1940</time> à Adélaïde, est un juriste et philosophe australien, spécialisée dans la philosophie du droit. Il est professeur de droit à l'université d'Oxford et à l'université Notre-Dame-du-Lac, il enseigne la jurisprudence, la théorie politique, et le droit constitutionnel. Il est admis au barreau anglais en tant que membre de la Gray's Inn.</p>
